Analysis,Geology,Province,Region,Site,SubSite,Formation,Band,Nodule,Li7,Be9,B11,Mg24,Al27,Si28,P31,S33,K39,Ca42,Sc45,Ti47,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn68,Ga69,Ge72,As75,Rb85,Sr88,Y89,Zr90,Nb93,Mo95,Cd111,In115,Sn118,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf178,Ta181,Pb208,Th232,U238
041_BC_10,Bedrock,Transitional,NA,BC,BC,NA,BC,BC_10,10.78,<0.06,71.98,18.53,686.83,464922.21,358.39,664.93,430.79,310.52,0.46,22.86,0.82,10.28,1.3,206.32,0.11,1.19,0.74,10.04,0.32,1.83,0.45,0.71,2.92,0.86,1.2,0.19,<0.05,0.23,0.04,0.21,0.05,3.86,0.67,0.73,0.18,0.61,0.22,0.04,0.11,0.02,0.09,0.04,0.03,0.03,0.08,0.04,0.03,0.02,0.25,0.12,0.31
042_BC_10,Bedrock,Transitional,NA,BC,BC,NA,BC,BC_10,5.72,0.37,83.85,16.05,477.83,465580.35,<28.49,654.32,339.43,270.03,0.67,25.11,0.73,7.26,1.12,190.08,0.13,1.09,1.25,11.14,0.28,1.96,0.63,0.57,2.32,0.61,0.84,0.2,0.05,0.2,0.03,0.13,0.03,2.91,0.51,0.58,0.13,0.52,0.13,0.03,0.07,0.02,0.07,0.02,0.05,0.01,0.04,0.02,0.06,0.03,0.28,0.13,0.38
027_KQ1_1_1,Bedrock,Transitional,NA,KQ,KQ1,Lewes,KQ1,KQ1_1_1,3.89,0.3,76.66,20.42,570.78,464954.44,89.85,555.57,411.56,1146.75,0.67,58.37,1.78,6.44,0.63,74.6,<0.07,1.44,0.46,11.32,0.7,1.62,<0.28,0.8,4.44,1.3,0.81,0.2,<0.05,<0.05,<0.01,0.1,0.03,2.52,1.12,0.98,0.31,1.02,0.14,0.06,0.18,0.02,0.13,0.02,0.06,0,0.06,0.01,0.02,0.02,0.51,0.09,0.22
028_KQ1_1_1,Bedrock,Transitional,NA,KQ,KQ1,Lewes,KQ1,KQ1_1_1,3.37,0.28,85.73,20.41,465,465220.23,84.87,478.73,350.68,1109.9,0.79,21,1.37,6.11,0.77,69.52,0.09,1.79,0.72,12.01,0.54,1.52,0.28,0.73,4.76,1.21,0.45,0.1,<0.05,<0.05,<0.01,0.08,0.03,1.99,1.13,0.98,0.3,1.03,0.2,0.06,0.26,0.03,0.13,0.04,0.11,0.02,0.08,0.01,0.03,0.01,0.49,0.07,0.29
029_KQ1_1_1,Bedrock,Transitional,NA,KQ,KQ1,Lewes,KQ1,KQ1_1_1,3.68,0.31,82.47,22.62,501.49,465215.04,72.5,481.71,377.54,1046.83,0.92,18.08,1.43,6.71,0.73,93.02,<0.08,2.1,0.38,9.95,0.52,1.78,<0.26,0.83,4.59,1.27,0.57,0.11,<0.04,<0.06,<0.01,0.05,0.03,2.5,1.36,1.22,0.36,1.08,0.16,0.07,0.24,0.03,0.12,0.03,0.07,0.01,0.08,0.01,0.01,0.01,0.55,0.08,0.27
030_KQ1_1_2,Bedrock,Transitional,NA,KQ,KQ1,Lewes,KQ1,KQ1_1_2,4.42,0.11,78.48,23.42,600.1,465013.84,135.65,492.33,439.78,1028.6,0.79,24.11,2.18,6.4,0.67,106.16,0.16,2.54,0.92,12.76,0.45,1.23,0.4,0.99,4.82,1.35,0.83,0.13,<0.05,<0.06,0.01,0.13,0.02,2.39,1.44,1.53,0.34,1.48,0.16,0.08,0.17,0.03,0.19,0.04,0.1,0.01,0.05,0.01,0.02,0,0.76,0.09,0.26
031_KQ1_1_2,Bedrock,Transitional,NA,KQ,KQ1,Lewes,KQ1,KQ1_1_2,3.92,0.11,84.18,20.5,545.04,465447.59,<40.05,463.5,397.18,756.06,0.97,23.33,2.25,6.53,0.66,95.21,<0.09,1.92,0.44,9.74,0.5,1.5,<0.32,0.81,6.97,0.99,0.5,0.13,<0.05,<0.08,<0.01,0.13,0.03,2.26,1.05,1.1,0.24,1.04,0.19,0.03,0.2,0.03,0.11,0.03,0.05,0.01,0.07,0.01,0.02,0,0.62,0.07,0.19
032_KQ1_1_2,Bedrock,Transitional,NA,KQ,KQ1,Lewes,KQ1,KQ1_1_2,3.74,<0.04,79.27,24.46,594.57,464949.49,167.26,493.32,427.68,1054.53,0.76,36.61,3.22,7.22,0.96,124.63,0.38,2.45,3.47,10.9,0.4,1.26,<0.30,0.93,5.07,1.59,0.85,0.16,0.12,<0.11,0.01,0.05,0.04,2.44,1.54,1.45,0.37,1.3,0.29,0.06,0.24,0.04,0.21,0.04,0.09,0.01,0.09,0.02,0.02,0.03,0.96,0.13,0.28
033_KQ1_1_3,Bedrock,Transitional,NA,KQ,KQ1,Lewes,KQ1,KQ1_1_3,6.66,<0.05,77.94,22.16,625.61,463170.6,2042.48,521.21,439.03,594.73,0.8,19.97,3.16,18.14,0.48,146.07,0.13,2.1,0.85,13.17,1.22,1.68,0.56,0.92,3.65,0.92,1.01,0.29,<0.06,<0.11,0.02,0.11,0.03,2.29,0.93,1.08,0.23,0.85,0.12,0.04,0.11,0.03,0.12,0.03,0.05,0.01,0.03,0.01,0.01,0.01,0.88,0.09,0.57
034_KQ1_1_3,Bedrock,Transitional,NA,KQ,KQ1,Lewes,KQ1,KQ1_1_3,3.92,0.3,75.05,17.13,460.93,465243.36,91.61,511.51,321.67,1069.45,0.75,21.65,0.99,6.74,0.82,56.96,<0.08,1.51,0.89,11.56,0.56,2.41,<0.31,0.56,3.98,2.18,3.26,0.16,<0.04,0.05,0.01,0.12,0.03,1.91,1.37,1.18,0.3,1.3,0.2,0.08,0.28,0.05,0.29,0.07,0.18,0.03,0.19,0.03,0.16,0.04,0.35,0.16,0.48
035_KQ1_1_3,Bedrock,Transitional,NA,KQ,KQ1,Lewes,KQ1,KQ1_1_3,3.03,<0.04,78.67,18.16,430.13,465495.26,99.32,455.14,322.04,809.74,0.78,16.31,1.52,6.02,0.33,63.48,<0.08,1.13,0.93,13.73,0.48,2.15,<0.29,0.63,3.71,1.45,0.73,0.13,0.07,<0.03,<0.01,0.09,0.03,1.75,1.33,1.12,0.31,1.18,0.25,0.05,0.26,0.03,0.19,0.05,0.09,0.01,0.1,0.02,0.01,0.01,0.35,0.08,0.5
036_KQ2_1_1,Bedrock,Transitional,NA,KQ,KQ2,Lewes,KQ2,KQ2_1_1,4.64,<0.05,76.64,22.49,581.54,465268.07,65.32,459.38,377.21,920.72,0.79,41.45,1.16,6.91,0.73,65.47,0.2,1.14,0.76,10.4,0.41,1.17,<0.33,0.94,4.34,1.15,0.75,0.2,0.05,<0.05,0.03,0.09,0.04,2.63,1.21,1.06,0.35,1.13,0.14,0.04,0.22,0.04,0.19,0.04,0.08,0.02,0.05,0.02,0.04,0.01,0.5,0.08,0.15
041_KQ2_1_1,Bedrock,Transitional,NA,KQ,KQ2,Lewes,KQ2,KQ2_1_1,9.52,<0.15,73.36,20.94,503.8,465230.02,65.27,532.88,349.79,986.37,0.97,24.2,1.62,6.91,0.45,79.09,<0.10,1.78,0.51,11.03,0.64,1.41,<0.39,0.78,4.04,1.06,0.51,0.13,0.09,<0.07,<0.01,0.15,0.04,2.04,1.19,0.89,0.28,0.78,0.16,0.04,0.13,0.02,0.2,0.04,0.09,0.02,0.04,0.01,0.01,0.01,0.48,0.06,0.28
042_KQ2_1_1,Bedrock,Transitional,NA,KQ,KQ2,Lewes,KQ2,KQ2_1_1,3.35,0.12,83.31,17.98,491.25,465641.08,72.03,497.07,347.13,451.36,0.73,15.19,0.76,6.35,0.28,60.39,<0.11,1.28,1.79,10.61,0.34,1.58,0.37,0.72,3.3,0.85,0.52,0.1,<0.05,<0.09,<0.01,0.11,0.03,1.73,0.72,0.7,0.22,0.73,0.13,0.03,0.1,0.02,0.1,0.03,0.05,0.01,0.05,0,0.01,0,0.5,0.06,0.2
043_KQ2_1_2,Bedrock,Transitional,NA,KQ,KQ2,Lewes,KQ2,KQ2_1_2,4.95,<0.12,73.85,23.4,569.32,464988.76,51.4,487.24,395.16,1334.73,0.65,26.35,1.95,7.26,0.96,73.44,<0.09,1.14,0.77,11.08,0.71,1.46,0.37,0.75,4.92,1.04,0.69,0.11,0.06,<0.05,<0.01,<0.04,0.03,2.02,1.13,1.34,0.38,1.04,0.18,0.04,0.25,0.02,0.13,0.03,0.07,0.01,0.07,0.01,0.01,0.01,0.98,0.09,0.23
044_KQ2_1_2,Bedrock,Transitional,NA,KQ,KQ2,Lewes,KQ2,KQ2_1_2,6.61,<0.12,85.74,23.37,612.95,464721.94,109.74,461.12,394.96,1561.43,0.43,33.85,3.32,7.6,0.97,108.21,0.13,1.15,0.5,12.19,0.78,1.51,<0.29,0.94,5.78,0.78,0.87,0.14,<0.05,<0.03,<0.01,0.1,0.03,3.29,0.81,0.8,0.22,0.91,0.11,0.03,0.16,0.02,0.14,0.03,0.05,0.01,0.02,0,0.02,0,0.77,0.07,0.31
045_KQ2_1_2,Bedrock,Transitional,NA,KQ,KQ2,Lewes,KQ2,KQ2_1_2,4.29,0.14,88.28,21.92,543.16,465058.16,<44.69,643.9,349.33,1074.7,0.69,31.07,1.71,6.77,0.53,72,0.16,0.97,0.58,11.78,0.81,1.28,<0.34,0.75,4.73,1.16,0.94,0.13,<0.05,<0.05,0.02,0.06,0.07,1.9,1.17,0.92,0.29,0.87,0.29,0.04,0.18,0.04,0.11,0.04,0.05,0,0.06,0.01,0.04,0.01,0.74,0.08,0.25
046_KQ2_1_3,Bedrock,Transitional,NA,KQ,KQ2,Lewes,KQ2,KQ2_1_3,2.99,0.11,91.55,16.94,383.87,465550.49,212.99,519.34,275.49,498.05,0.53,16.35,0.7,6.29,<0.26,69.42,<0.08,1.18,0.93,10.09,0.15,1.69,<0.36,0.67,4.96,1.41,0.48,0.1,<0.05,<0.05,0.01,0.06,0.02,1.53,1.23,1.15,0.3,1.25,0.23,0.06,0.23,0.03,0.2,0.04,0.04,0.01,0.05,0.01,0.05,0.01,0.41,0.07,0.37
047_KQ2_1_3,Bedrock,Transitional,NA,KQ,KQ2,Lewes,KQ2,KQ2_1_3,2.59,<0.07,99.94,20.96,443.74,459416.89,5635.11,616.1,322.22,597.49,<0.42,17.7,0.91,43.53,1.45,101.14,0.14,8.87,1.14,13.86,0.32,1.83,<0.54,0.71,4.57,1.31,0.54,0.08,1.49,<0.05,<0.01,0.1,0.03,1.55,1.15,1.12,0.3,1.19,0.25,0.04,0.17,0.03,0.13,0.04,0.04,0.02,0.05,0.02,0.01,0.03,0.37,0.11,0.33
048_KQ2_1_3,Bedrock,Transitional,NA,KQ,KQ2,Lewes,KQ2,KQ2_1_3,2.77,<0.05,105.44,21.43,420.08,465284.46,263.72,515.11,326.54,692.43,0.53,14.31,0.95,7.5,<0.26,76.29,<0.07,0.98,0.9,9.5,0.3,2.01,<0.34,0.65,5.87,1.8,0.63,0.09,<0.05,0.06,0.01,0.09,0.03,1.73,1.54,1.42,0.38,1.38,0.27,0.06,0.19,0.04,0.21,0.05,0.08,0.03,0.06,0.02,0.01,0,0.33,0.07,0.34
049_KQ3_1_1,Bedrock,Transitional,NA,KQ,KQ3,Lewes,KQ3,KQ3_1_1,14.9,0.1,57.56,27.82,1095.91,464291.97,<46.07,513.06,692.34,217.17,0.61,72.17,3.1,7.67,0.5,1381.92,1.45,3.59,0.78,13.24,1.97,1.37,2.77,1.56,3.67,0.25,1.67,2.17,0.05,<0.06,0.04,0.13,0.08,6.51,0.26,0.41,0.08,0.26,0.05,0.01,0.06,0.01,0.02,0.01,0.01,0,0.01,0.01,0.03,0.02,1.47,0.11,0.36
050_KQ3_1_1,Bedrock,Transitional,NA,KQ,KQ3,Lewes,KQ3,KQ3_1_1,17.26,0.68,72.2,31.15,1181.07,451844.79,11597.95,681.6,697.86,922.19,<0.67,36.84,1.53,63.43,0.57,141.62,0.23,2.28,1.37,13.22,1.58,<1.08,<0.68,1.5,4.88,0.44,3.22,2.96,<0.11,<0.15,<0.01,0.4,0.08,5.6,0.43,0.68,0.09,0.53,0.1,0.01,0.09,0.02,0.07,0.01,<0.02,<0.00,0.06,0.01,0.06,<0.00,0.83,0.09,0.38
051_KQ3_1_1,Bedrock,Transitional,NA,KQ,KQ3,Lewes,KQ3,KQ3_1_1,8.71,1.12,63.58,24.68,906.83,465329.3,<47.62,508.25,592.74,191.31,0.48,66.03,1.12,8.07,<0.23,86.36,<0.08,1.65,1.44,10.1,0.34,1.31,<0.32,1.35,3.37,0.35,1.95,0.75,<0.06,<0.07,0.01,0.14,0.05,5.4,0.25,0.47,0.1,0.26,0.03,0,0.02,0.01,0.07,0.01,0.03,0,0.06,0,0.03,0.02,0.43,0.12,0.71
052_KQ3_1_2,Bedrock,Transitional,NA,KQ,KQ3,Lewes,KQ3,KQ3_1_2,6.05,1.42,78.32,15.88,586.26,464304.61,1157.31,604.94,416.23,285.6,0.46,21.41,0.41,22.34,1.31,87.12,0.23,7.71,1.16,10.5,1.2,1.66,<0.36,0.73,3.62,0.69,0.82,1.64,1.69,<0.10,0.02,0.08,0.03,2.45,0.48,0.61,0.12,0.58,0.08,0.03,0.06,0.01,0.07,0.01,0.05,0.01,0.03,<0.00,0.01,0.01,0.25,0.08,1.15
053_KQ3_1_2,Bedrock,Transitional,NA,KQ,KQ3,Lewes,KQ3,KQ3_1_2,3.7,0.74,81.69,16.84,483.42,465670.8,82.04,537.42,363.97,303.07,0.5,26.64,0.55,6.45,<0.25,58.7,<0.09,1.19,0.67,11.31,1.24,1.7,<0.38,0.57,3.03,0.62,1.15,2.14,<0.10,<0.15,<0.01,<0.04,0.02,1.67,0.48,0.52,0.12,0.48,0.04,0.02,0.13,0.02,0.08,0.03,0.03,0.01,0.03,0,0.02,0.01,0.24,0.06,1.66
054_KQ3_1_2,Bedrock,Transitional,NA,KQ,KQ3,Lewes,KQ3,KQ3_1_2,5.26,1.49,72.88,17.7,514.03,465072.49,435.83,504.23,391.98,637.12,0.54,30.54,0.64,7.64,<0.27,59.46,0.08,1.22,1.47,10.93,0.94,1.51,<0.33,0.68,4.55,1.1,0.89,1.83,<0.08,<0.11,<0.01,0.09,0.04,3.58,0.84,0.83,0.21,0.82,0.13,0.02,0.18,0.02,0.14,0.03,0.08,0.01,0.02,0.01,0.01,0.01,0.28,0.06,1.42
059_KQ3_1_3,Bedrock,Transitional,NA,KQ,KQ3,Lewes,KQ3,KQ3_1_3,10.32,0.89,68.32,26.44,883.4,465271.74,<49.48,564.37,603.9,201.45,0.91,57.99,1.04,6.8,0.3,75.11,0.43,2.3,1.89,9.34,2.35,1.78,<0.29,1.31,3.08,0.4,1.45,4.59,<0.04,0.06,0.02,0.25,0.1,3.41,0.42,0.72,0.13,0.47,0.11,0.05,0.09,0.01,0.04,0.01,0.02,0.01,0.02,0.01,0.05,0.04,0.29,0.14,0.82
060_KQ3_1_3,Bedrock,Transitional,NA,KQ,KQ3,Lewes,KQ3,KQ3_1_3,11.6,0.32,72.43,25.89,926.19,465259.95,<54.41,572.55,606.44,132.56,0.73,63.66,1.3,7.23,<0.27,75.92,<0.08,1.05,0.8,8.94,1.35,1.83,0.39,1.3,2.98,0.29,1.05,3.06,<0.04,0.1,0.04,0.12,0.05,4.08,0.54,0.76,0.16,0.33,<0.03,0.07,0.06,0.01,0.04,0.01,0.01,0,0,0,0.02,0.02,0.46,0.13,0.68
061_KQ3_1_3,Bedrock,Transitional,NA,KQ,KQ3,Lewes,KQ3,KQ3_1_3,7.82,0.3,80.62,20.8,743.84,465489.22,<62.65,560.92,477.51,175.27,0.9,44.94,0.77,6.77,<0.29,74.3,0.11,1.33,0.78,10.45,1.64,2.1,0.3,1.13,2.65,0.35,1.06,4.9,<0.04,<0.08,<0.01,0.11,0.06,3.33,0.31,0.51,0.09,0.34,0.04,0.02,0.06,0.01,0.04,0.01,0,0,0.01,0,0.02,0.01,0.23,0.1,0.97
100_AR1_1,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_1,10.22,<0.15,93.82,30.32,740.76,463191.68,412.45,865.57,475.79,2434.77,0.38,20.07,1.57,9.08,2,91.8,0.09,0.81,0.43,13.78,0.46,1.09,0.35,1.15,6.79,1.91,0.83,0.09,<0.07,<0.04,<0.01,0.17,0.05,2.9,2.07,1.75,0.44,1.64,0.31,0.08,0.21,0.04,0.36,0.04,0.12,0.01,0.14,0.02,0.01,0.01,0.34,0.09,0.26
101_AR1_1,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_1,12.15,<0.25,85.85,91.14,857.03,453633.15,3460.59,739.74,500.52,11966.62,<0.28,35.83,2.07,16.26,6.92,135.84,0.24,2.3,2.06,14.25,0.38,1.28,0.49,1.35,17.3,0.84,0.84,0.15,<0.06,<0.04,<0.01,0.07,0.06,3.81,0.98,0.81,0.18,0.69,0.15,0.1,0.12,0.02,0.18,0.03,0.06,0.01,0.15,0.01,0.05,0.01,0.44,0.11,0.23
102_AR1_1,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_1,6.36,<0.16,85.37,40.88,592.03,462274.51,213.5,786.41,406.25,4522.6,<0.30,32.63,1.91,8.95,4.56,129.51,0.16,1.85,0.84,15.42,0.33,1.18,0.54,0.92,9.05,1.49,0.65,0.17,<0.07,0.13,0.02,0.17,0.03,2.29,1.77,1.79,0.41,1.26,0.31,0.09,0.32,0.02,0.22,0.04,0.1,0.01,0.06,0.03,0.01,0.02,0.53,0.11,0.31
103_AR1_2,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_2,3.34,<0.07,107.67,21.92,479.83,464959.68,<166.02,791.02,337.97,937.79,<0.38,31.09,0.59,8.14,0.91,151.61,0.24,2.52,0.54,12.91,0.3,1.15,0.83,0.75,4.44,1.71,0.99,0.46,<0.07,<0.11,0.04,0.19,0.03,1.94,1.48,1.24,0.33,1.16,0.3,0.04,0.36,0.04,0.19,0.04,0.16,0.02,0.08,0.01,0.03,0.02,0.33,0.1,0.34
104_AR1_2,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_2,5.05,0.85,93.25,27.43,572.32,464600.86,<155.06,818.62,390.46,1381,<0.37,20.85,1.16,8.6,0.78,71.33,0.13,0.71,0.52,9.29,0.31,1.39,0.51,0.85,4.67,1.19,0.89,0.19,<0.06,<0.16,<0.01,0.1,0.02,1.8,1.23,1.07,0.29,0.97,0.22,0.03,0.21,0.03,0.19,0.03,0.09,0.02,0.07,0.01,0.03,0.01,0.6,0.09,0.23
105_AR1_2,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_2,7.16,1.14,80.67,24.28,615.91,464152.44,<193.64,875.44,396.61,1868.94,<0.44,25.02,1.78,9.43,1.26,126.15,<0.12,1.7,1.77,12.52,0.4,1.23,<0.40,0.72,4.98,0.7,0.98,0.23,<0.06,<0.12,<0.01,0.12,0.05,2.66,0.85,0.8,0.19,0.63,0.15,0.04,0.2,0.02,0.04,0.03,0.06,0.01,0.06,0.01,0.04,0.01,0.82,0.1,0.18
106_AR1_3,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_3,4.41,<0.08,114.87,26.45,718.98,465058.91,<210.64,888.85,509.59,161.59,<0.47,33.86,1.53,9.5,1.1,98.71,<0.11,1.6,0.96,10.12,0.12,1.71,<0.39,0.92,2.98,2.07,1.26,0.15,0.09,<0.10,<0.03,0.16,0.03,2.18,2.41,1.66,0.57,2.14,0.49,0.13,0.37,0.05,0.36,0.05,0.18,0.03,0.13,0.02,0.02,0.01,0.39,0.08,0.25
107_AR1_3,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_3,7.83,0.13,84.47,26.12,689.86,465071.16,<176.22,866.87,515.89,291.88,<0.40,21.42,2.22,9.91,0.74,100.83,<0.09,1.53,0.94,11.7,0.36,1.81,0.54,1.04,3.41,2.78,0.66,0.13,<0.06,<0.09,0.03,0.11,0.04,2.21,1.89,1.11,0.42,1.67,0.27,0.05,0.31,0.06,0.24,0.06,0.19,0.03,0.15,0.03,0.02,0.01,0.52,0.1,0.26
108_AR1_3,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_3,11.45,0.38,72.6,27.9,916.23,464690.29,184.81,786.84,622.62,298.65,<0.40,58.52,2.12,8.78,0.97,89.5,<0.10,0.92,1.48,10.11,0.47,1.22,0.34,1.13,3.92,4.05,1.28,0.23,0.09,<0.07,0.06,0.12,0.04,3.16,2.98,1.85,0.65,2.54,0.5,0.14,0.61,0.1,0.48,0.1,0.3,0.05,0.22,0.04,0.05,0.02,0.72,0.13,0.22
113_AR1_4,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_4,7.15,<0.22,104.94,29.82,949.35,447145.88,16276.41,868.75,590.91,502.67,<0.40,45.78,2.23,33.77,0.47,120.65,0.36,2.45,2.38,14.46,0.74,1.13,0.54,1.31,3.21,0.62,0.98,0.19,0.2,0.17,0.02,0.2,0.12,3.64,0.64,0.52,0.18,0.63,0.14,0.06,0.15,0.04,0.06,0.02,0.06,0.03,0.09,0.02,0.03,0.03,0.52,0.16,0.21
114_AR1_4,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_4,7.97,0.4,93.26,24.69,839.78,464921.19,<178.11,772.83,593.39,369.6,<0.35,37.73,2.01,8.77,<0.27,116.06,<0.12,1.25,0.85,12.03,0.38,1.06,0.6,1.18,3.75,0.91,2.59,0.17,0.08,<0.13,0.07,0.15,0.06,2.67,1.35,1.42,0.3,1.06,0.26,0.06,0.14,0.05,0.13,0.03,0.05,<0.00,0.08,0.02,0.09,0.02,1.1,0.15,0.14
115_AR1_4,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_4,19.17,0.12,63.04,29.22,816.69,464887.22,<146.13,768.99,559.7,483.98,<0.34,77.31,2.36,9.67,0.3,122.52,0.27,2.61,1.69,13.31,0.21,0.78,<0.37,1.42,2.98,0.44,1.06,0.33,0.08,<0.12,0.06,0.1,0.07,3.34,0.45,0.51,0.13,0.47,0.06,0.02,0.07,0.02,0.05,0.01,0.01,0,0.02,0.01,0.03,0.05,0.48,0.08,0.13
116_AR1_5,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_5,6.47,0.12,93.77,79.93,485.21,455715.42,<150.04,716.12,337.64,15177.52,<0.41,28.3,1.61,8.31,9.75,105.05,<0.12,1.54,0.59,14.35,0.59,1.39,1.09,0.78,20.52,3.72,0.87,0.13,<0.05,0.13,<0.01,0.07,0.04,2.11,1.61,1.08,0.29,1.2,0.13,0.03,0.19,0.05,0.24,0.06,0.12,0.02,0.09,0.01,0.01,0.01,0.65,0.06,0.29
117_AR1_5,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_5,4.41,0.12,88.43,28.13,565.78,464554.39,<163.57,813.81,389,1478.86,<0.40,23.56,0.88,9.13,1.09,65.74,<0.12,0.69,0.88,11.13,0.43,1.55,0.5,0.89,5.58,2.12,0.92,0.14,0.06,<0.07,0.04,0.14,0.04,2.36,1.75,1.44,0.46,1.72,0.21,0.07,0.28,0.05,0.21,0.06,0.16,0.03,0.1,0.02,0.03,0.01,0.41,0.12,0.26
118_AR1_5,Bedrock,Transitional,NA,AR,AR1,Seaford,AR1,AR1_5,2.16,0.36,112.45,14.61,302.84,464631.17,838.73,815.05,261.66,478.89,<0.37,4.58,<0.26,10.83,<0.26,32.52,<0.10,0.89,0.5,10.15,0.41,2.17,<0.36,0.3,2.22,0.71,0.61,0.05,<0.05,<0.06,<0.01,0.11,0.01,1.01,0.33,0.26,0.08,0.37,0.04,0.03,0.1,0.01,0.06,0.02,0.05,0.01,0.06,0.01,<0.00,0.01,0.21,0.04,0.45
119_AR2_1,Bedrock,Transitional,NA,AR,AR2,Seaford,AR2,AR2_1,4.86,<0.07,104.32,34.47,633.91,463640.37,<135.87,838.7,415.54,2629.04,<0.38,41.37,1.73,9.55,2.89,87.67,<0.10,0.97,0.56,11.04,0.19,1.45,0.65,1.03,6.46,1.35,1.03,0.17,0.19,<0.06,0.03,0.17,0.04,2.33,1.39,1.07,0.33,1.08,0.25,0.04,0.26,0.04,0.19,0.05,0.11,0.03,0.1,0.02,0.05,0.02,0.81,0.12,0.31
120_AR2_1,Bedrock,Transitional,NA,AR,AR2,Seaford,AR2,AR2_1,4.91,<0.18,88.98,27.18,556.06,464640.43,<139.59,763.86,368.76,1472.71,<0.37,30.23,1.02,9.19,1.25,53.82,<0.12,0.94,1.31,9.15,0.55,1.31,0.74,0.95,4.76,1.11,1.44,0.21,0.42,<0.11,0.03,0.17,0.06,2.23,1.13,0.9,0.21,1.04,0.2,0.06,0.25,0.03,0.19,0.04,0.1,0.01,0.07,0.02,0.01,0.03,0.49,0.1,0.28
121_AR2_1,Bedrock,Transitional,NA,AR,AR2,Seaford,AR2,AR2_1,4.94,0.64,81.81,23.65,573.66,464637.18,<173.67,770.07,380.44,1440.33,<0.39,33.43,1.33,9.29,1.36,62.09,0.31,0.74,0.81,9.02,0.36,1.47,0.72,0.92,4.79,1.24,1.04,0.16,0.08,<0.13,<0.01,0.09,0.06,2.44,1.32,1.07,0.3,1.23,0.34,0.06,0.29,0.02,0.27,0.04,0.15,0.01,0.1,0.02,0.05,0.02,0.53,0.09,0.29
122_AR2_2,Bedrock,Transitional,NA,AR,AR2,Seaford,AR2,AR2_2,7.11,1.18,100.18,27.97,696.69,464468.77,<176.84,795.07,442.44,1315.49,<0.39,61.42,2.92,8.82,0.99,96.39,0.14,1.48,2.78,10.74,0.27,0.8,0.48,1.17,3.89,0.57,0.94,0.33,0.22,<0.13,0.02,0.11,0.06,2.84,0.78,0.73,0.2,0.65,0.17,0.03,0.13,0.02,0.08,0.05,0.05,0.01,0.05,0.01,0.03,0.05,1.16,0.09,0.26
123_AR2_2,Bedrock,Transitional,NA,AR,AR2,Seaford,AR2,AR2_2,6.69,<0.28,95.09,65.56,627.29,459451.34,<138.58,1289.43,410.6,8234.45,0.67,25.48,2.37,8.66,9.03,86.36,0.12,1.12,1.02,13.37,0.27,1.13,<0.35,1.09,10.09,1.19,0.65,0.1,<0.07,<0.13,<0.01,0.13,0.04,2.66,1.23,1.08,0.27,1.02,0.12,0.06,0.2,0.02,0.13,0.04,0.06,0.02,0.14,0.01,<0.00,0.03,0.86,0.12,0.21
124_AR2_2,Bedrock,Transitional,NA,AR,AR2,Seaford,AR2,AR2_2,6.02,<0.17,95.96,27.29,733.89,464794.09,<123.67,829.37,456.15,756.26,<0.37,38.24,1.93,9.6,0.32,80.84,0.12,1.03,1.82,9.75,0.3,1.15,<0.36,1.09,3.19,0.49,0.65,0.15,<0.07,<0.08,<0.01,0.13,0.06,3.1,0.52,0.52,0.13,0.51,0.11,0.01,0.1,0.04,0.07,0.01,0.04,0.02,0.04,0.01,0.02,0.01,1.21,0.08,0.14
125_AR3_1,Bedrock,Transitional,NA,AR,AR3,Seaford,AR3,AR3_1,5.24,<0.07,97.43,29.12,1022.25,462488.41,1807.67,813.62,624.86,698.57,<0.33,66.13,3.73,14.38,0.61,149.24,<0.10,1.52,4.12,10.75,0.33,0.86,0.79,2.13,3.84,0.62,1.06,0.25,<0.05,<0.06,0.04,0.16,0.09,3.74,0.95,0.98,0.22,0.86,0.26,0.04,0.22,0.01,0.12,0.02,0.03,0.01,0.07,0.01,0.03,0.02,2.4,0.12,0.21
