REF,DENOMINATION,OBVERSE,REVERSE,MINT,EMPEROR,NAMED,ARSENIC,GOLD,COPPER,IRON,NICKEL,LEAD,ANTIMONY,TIN,ZINC,MANGANESE,CHROMIUM,COBALT,BISMUTH,SILVER,BULLION,,,,,
w96,denarius,IMP NERVA CAES AVG GERM P M TR P II ,IMP II COS IIII P P Aequitas,Rome,Nerva,Nerva,0.008,0.686,6.95,0.01,0,0.45,0.002,0.0034,0.0006,0.00018,0.00044,0.0003,0.009,91.88,93.02,,,,,
w97,denarius,IMP NERVA CAES AVG P M TR P COS II P P  ,SALVS PVBLICA,Rome,Nerva,Nerva,0.007,0.47,16.1,0.008,0.001,0.65,0.002,0.003,0.0006,0.00002,0.00009,0.0003,0.009,82.76,83.88,,,,,
w98,denarius,IMP NERVA CAES AVG P M TR P COS III P P  ,SALVS AVG,Rome,Nerva,Nerva,0.025,0.362,12.62,0.022,0.002,0.49,0.003,0.0038,0.0007,0.0006,0.00081,0.0003,0.021,86.44,87.32,,,,,
WM100,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.008,0.471,0.21,0.002,0,0.09,0.005,0.0016,0.0002,0.00014,0.00014,0.0003,0.083,99.12,99.77,,,,,
WM105,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.006,0.928,0.17,0.005,0,0.09,0.008,0.0015,0.0001,0.00012,0.00018,0.0002,0.16,98.63,99.81,,,,,
WM111,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.008,0.361,0.11,0.004,0,0.26,0.004,0.0016,0.0002,0.00013,0.00023,0.0001,0.101,99.15,99.87,18.33,15.6,38.32,0.85,2.09
WM123,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.006,0.818,0.2,0.003,0,0.11,0.003,0.0015,0.0002,0.00013,0.00013,0.0002,0.153,98.71,99.78,,,,,
WM139,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.009,0.546,0.2,0.004,0,0.1,0.024,0.0015,0.0002,0.00013,0.00062,0.0006,0.167,98.95,99.76,,,,,
WM151,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.007,0.506,0.26,0.005,0,0.23,0.006,0.0015,0.0002,0.00013,0.00013,0.0003,0.029,98.96,99.72,,,,,
WM152,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.002,0.005,0,0,0,0,0.003,0.0009,0.0002,0.00014,0.00019,0.0001,0.002,99.98,99.99,,,,,
WM160,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.005,0.411,0.02,0.004,0,0.07,0.005,0.0015,0.0002,0.00013,0.00013,0.0001,0.103,99.37,99.96,17.83,15.58,38.15,0.87,2.14
WM162,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.014,0.663,0.11,0.007,0,0.27,0.018,0.0023,0.0002,0.00019,0.00043,0.0002,0.154,98.77,99.85,,,,,
WM186,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.008,1.688,0.1,0.01,0,0.15,0.005,0.0017,0.0002,0.00014,0.00018,0.0006,0.204,97.83,99.87,,,,,
WM190,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0,0,0,0,0,0,0,-0.0006,0,0,0,0,0,100,100,,,,,
WM33,denarius,CAESAR AVGVSTVS         ,"Domed temple with six columns within, aquila between two standards, MAR-VLT to l. and r.",Spanish,Augustus,Augustus,0.007,1.235,0.81,0.024,0,0.29,0.003,0.0142,0.0001,0.00012,0.0002,0.0004,0.219,97.39,99.14,,,,,
WM34,denarius,AVGVSTVS DIVI F     ,"Bull butting r., IMP X (ex.)",Lyon,Augustus,Augustus,0.004,0.834,0.02,0.008,0,0.08,0.002,0.0013,0.0001,0.00011,0.00048,0.0001,0.067,98.98,99.97,18.55,15.64,38.71,0.84,2.09
WM67,denarius,CAESAR AVGVSTVS DIVI F PATER PATRIAE         ,"Gaius and Lucius Caesar, on l. and r., stg. front, each togate and resting hand on shield behind each shield, a spear above, on l., simpulum r., and on r., lituus l. C L CAESAES (ex.) AVGVST",Lyon,Augustus,Augustus,0.007,0.95,0.17,0.011,0,0.13,0.017,0.0019,0.0002,0.00016,0.00021,0.0002,0.126,98.59,99.79,,,,,
WM68,denarius,CAESAR AVGVSTVS DIVI F PATER PATRIAE         ,"Gaius and Lucius Caesar, on l. and r., stg. front, each togate and resting hand on shield behind each shield, a spear above, on l., simpulum r., and on r., lituus l. C L CAESAES (ex.) AVGVST",Lyon,Augustus,Augustus,0.006,1.498,0.05,0.002,0,0.06,0.011,0.0013,0.0001,0.00011,0.00022,0.0005,0.039,98.32,99.93,,,,,
WM71,denarius,CAESAR AVGVSTVS DIVI F PATER PATRIAE         ,"Gaius and Lucius Caesar, on l. and r., stg. front, each togate and resting hand on shield behind each shield, a spear above, on l., simpulum r., and on r., lituus l. C L CAESAES (ex.) AVGVST",Lyon,Augustus,Augustus,0.007,1.322,0.05,0.002,0,0.04,0.031,0.0016,0.0002,0.00014,0.00043,0.0004,0.098,98.44,99.91,,,,,
